"GEOID","homeownership_rate_bg","ba_plus_share_bg","median_income_bg","unemployment_rate_bg","uninsured_share_bg","black_share","vacancy_rate","litter_index","res_share","com_share","vac_share","no_vacant","total","crime","black_share_bg","vacancy_rate_bg","litter_index_bg","litter_index_ct","res_share_bg","com_share_bg","vac_share_bg","no_vacant_bg","total_bg","crime_bg","z_homeownership_rate_bg","z_ba_plus_share_bg","z_median_income_bg","z_unemployment_rate_bg","z_uninsured_share_bg","z_black_share","z_vacancy_rate","z_litter_index","z_res_share","z_com_share","z_vac_share","z_no_vacant","z_total","z_crime","z_black_share_bg","z_vacancy_rate_bg","z_litter_index_bg","z_litter_index_ct","z_res_share_bg","z_com_share_bg","z_vac_share_bg","z_no_vacant_bg","z_total_bg","z_crime_bg","z_homeownership_rate_bg_sq","z_ba_plus_share_bg_sq","z_median_income_bg_sq","z_unemployment_rate_bg_sq","z_uninsured_share_bg_sq","z_black_share_sq","z_vacancy_rate_sq","z_litter_index_sq","z_res_share_sq","z_com_share_sq","z_vac_share_sq","z_no_vacant_sq","z_total_sq","z_crime_sq","z_black_share_bg_sq","z_vacancy_rate_bg_sq","z_litter_index_bg_sq","z_litter_index_ct_sq","z_res_share_bg_sq","z_com_share_bg_sq","z_vac_share_bg_sq","z_no_vacant_bg_sq","z_total_bg_sq","z_crime_bg_sq"
"421010141001027",0.202643171806167,0.186206896551724,18792,0.0323624595469256,0.0413,0.0882352941176471,0.228571428571429,1.89883633240364,0.103088084767328,0.0779554426278338,0.0606493085172634,0,0.241692835912425,32.75,0.468977676838339,0.0930386545200641,2.36322413751948,2.26556706196551,0.557158745585858,0.112832091037187,0.158841040202688,0.388888888888889,0.828831876825733,17.0046296296296,-1.62197492957643,-0.39772249455585,-1.11532899561805,-0.707085849027259,-0.549338098226835,-0.898754865065133,0.662727118901724,0.018821862302235,-2.53748968940331,0.0282991044846211,0.0433949158842358,-1.29289812623504,-3.53076606132131,1.03290791625814,0.188928164134168,-0.272168974933324,1.15951597384082,0.995958663828449,-1.51368200743665,0.517795274940693,1.28032884699818,-0.681289612540789,-1.05877329707882,-0.0113884069658574,2.63080267217447,0.158183182675728,1.24395876846637,0.499970397894599,0.301772346163475,0.807760307478245,0.439207234127779,0.000354262500524297,6.43885392382809,0.000800839314631503,0.0018831187245999,1.67158556482209,12.4663089797784,1.06689876346874,0.0356938512031071,0.0740759509162565,1.34447729359201,0.991933660054949,2.29123321963744,0.268111946750907,1.6392419564557,0.464155536155979,1.12100089460716,0.000129695813219989
"421010346001016",0.177280550774527,0.297667342799189,43654,0.077319587628866,0.0657,0.216666666666667,0,1.90287999341386,0.00857082593857846,0.0345582631660515,0.0867907527849353,0,0.129919841889565,49.25,0.216518468173098,0.117498326288366,1.47985708744052,1.47985708744052,0.62488097422568,0.115796102182243,0.0336037327240885,0.555555555555556,0.774280809132012,27.9444444444445,-1.73941256608622,0.0824230907178662,-0.241332360144898,-0.23289523109371,-0.202592417832228,-0.53505098522214,-0.642695942191598,0.0271924575935659,-2.88978462298489,-0.258789731162371,0.254266797627366,-1.29289812623504,-4.11879905670732,2.12346529798894,-0.56370046637358,0.0693397542609415,-1.00378057606337,-1.0862297057598,-1.06152442408948,0.556992659287539,-0.267830660854904,-0.201816833446075,-1.74646507860863,1.04802771616552,3.02555607505864,0.0067935658834856,0.0582413080531067,0.0542401886661928,0.0410436877631079,0.286279556787182,0.413058074109545,0.000739429749977881,8.35085516723994,0.0669721249550925,0.064651604375676,1.67158556482209,16.9645056695331,4.50910487176326,0.317758215789792,0.00480800152096776,1.00757544488211,1.17989497367503,1.1268341029385,0.310240822500205,0.0717332628939745,0.0407300342622006,3.05014027079945,1.09836209385112
"421010339003002",0.891213389121339,0.432911392405063,85489,0.0996784565916399,0.0703,0.0275229357798165,0,1.33333333,0.0535728958904409,0,0,1,0.0535728958904409,33.1666666666667,0.0953685222928572,0.0713387994493985,1.33333333,1.38523334129058,0.862284760892483,0.0025113670918656,0,1,0.864796127984349,12.1785714285714,1.56634140380436,0.66502288767747,1.2293316751306,0.00293757989966001,-0.13722233054472,-1.0706857558096,-0.642695942191598,-1.15179969998735,-2.72204804829804,-0.487405776199613,-0.445837189369832,0.773398509953391,-4.52045711138246,1.06044724407963,-0.924871359429965,-0.57514482837411,-1.36260575402506,-1.33698949004203,0.523537447214733,-0.94113440051618,-0.683233541702062,1.07677724413983,-0.605394087536775,-0.478745849108994,2.4534253932718,0.44225544113488,1.5112563674794,8.62937566688652e-06,0.0188299680001243,1.14636798769357,0.413058074109545,1.32664254889095,7.40954557724316,0.237564390672747,0.198770799425191,0.598145255198125,20.4345324958483,1.12454835747608,0.855387031493832,0.330791573605484,1.85669444090219,1.78754089648284,0.274091458636119,0.885733959834949,0.466808072506743,1.15944923349736,0.366502001224484,0.229197588039091
"421010256003001",0.762626262626263,0.606779661016949,126029,0,0.0237,0.40506329113924,0,2.20524388685136,0.642906500276191,0,0,1,0.642906500276191,5.25,0.29820352230608,0.031401739840584,1.76443378427946,1.90557842277471,0.906996982602455,0.0190769813400317,0.0229126789541124,0.857142857142857,0.948986642896599,10.3928571428571,0.970938893853657,1.41400680442794,2.65447139044239,-1.04843271314269,-0.799449736544256,-0.00153193991375839,-0.642695942191598,0.653101943151215,-0.525420198662158,-0.487405776199613,-0.445837189369832,0.773398509953391,-1.41999793787488,-0.784687719959858,-0.320181876776092,-1.13275061327417,-0.306874588456314,0.0419626831103175,0.822065279516101,-0.722063446714252,-0.399991411322854,0.665800576344358,0.455943987695454,-0.651675147969687,0.942722335597763,1.99941524296852,7.04621836267713,1.09921115398774,0.639119881260681,2.34683989936606e-06,0.413058074109545,0.426542148147893,0.276066385162182,0.237564390672747,0.198770799425191,0.598145255198125,2.0163941435689,0.6157348178558,0.10251643421586,1.28312395187301,0.094172013040232,0.00176086677381693,0.675791323785885,0.521375621080865,0.159993129132048,0.443290407460479,0.207884919915632,0.424680498481313
"421010141001026",0.202643171806167,0.186206896551724,18792,0.0323624595469256,0.0413,0.319018404907975,0.0165289256198347,1.80783924409817,0.199278960402858,0.332370050196551,0.0980381174383311,0,0.62968712803774,34.4166666666667,0.468977676838339,0.0930386545200641,2.36322413751948,2.26556706196551,0.557158745585858,0.112832091037187,0.158841040202688,0.388888888888889,0.828831876825733,17.0046296296296,-1.62197492957643,-0.39772249455585,-1.11532899561805,-0.707085849027259,-0.549338098226835,-0.245201834129172,-0.548295514219973,-0.16954699378373,-2.17895667053347,1.7113484262225,0.344994491354901,-1.29289812623504,-1.48954449625828,1.14306522754408,0.188928164134168,-0.272168974933324,1.15951597384082,0.995958663828449,-1.51368200743665,0.517795274940693,1.28032884699818,-0.681289612540789,-1.05877329707882,-0.0113884069658574,2.63080267217447,0.158183182675728,1.24395876846637,0.499970397894599,0.301772346163475,0.0601239394603098,0.300627970913745,0.0287461831011003,4.7478521720623,2.92871343593422,0.119021199065227,1.67158556482209,2.21874280633335,1.30659811442041,0.0356938512031071,0.0740759509162565,1.34447729359201,0.991933660054949,2.29123321963744,0.268111946750907,1.6392419564557,0.464155536155979,1.12100089460716,0.000129695813219989
"421010292002019",0.899665551839465,0.129905277401894,80066,0.0128440366972477,0.0897,0.423076923076923,0,1.85776307169841,0.00777247640665178,0,0,1,0.00777247640665178,11.45,0.387315005825834,0.0522011498201974,1.65265820247247,1.71998878801572,0.581278083827102,0.0646639068189529,0.0808013330391352,0.444444444444444,0.72674332368519,13.0388888888889,1.60547781686571,-0.640256727897553,1.0386919939235,-0.912958719182749,0.138468907146075,0.0494807347604014,-0.642695942191598,-0.0662019915247421,-2.89276031757031,-0.487405776199613,-0.445837189369832,0.773398509953391,-4.76141118167855,-0.374902521976163,-0.0545236971494666,-0.842346876976552,-0.580604212472718,-0.449863297901216,-1.35264564005577,-0.119201935154531,0.315616996609909,-0.521465352842553,-2.34574093953069,-0.395432355791216,2.57755902044789,0.409928677618081,1.07888105824077,0.833493622931805,0.0191736382462283,0.00244834311242919,0.413058074109545,0.00438270368184203,8.36806225490947,0.237564390672747,0.198770799425191,0.598145255198125,22.6710364410135,0.140551900984088,0.00297283355084675,0.70954826115215,0.337101251541065,0.202376986798558,1.8296502275619,0.0142091013445851,0.0996140885490593,0.271926114215208,5.50250055539033,0.156366748006591
"421010036002011",0.465437788018433,0.0897908979089791,21836,0.25763358778626,0.0839,0.72972972972973,0,1.52685593430041,0.395991482671358,0,0,1,0.395991482671358,11.95,0.527268929834457,0.0925925925925926,1.61234848880375,1.71958088031652,0.860931244229672,0.060084239273479,0,1,0.921015483503151,9.56666666666666,-0.405145699783309,-0.813060111231895,-1.00832047826706,1.66898798086021,0.0560457536096518,0.917888611518082,-0.642695942191598,-0.751197523833393,-1.4457485154725,-0.487405776199613,-0.445837189369832,0.773398509953391,-2.71900740502992,-0.341855328590381,0.36270540975337,-0.278396942480712,-0.679319536413512,-0.450944282863452,0.514500490877522,-0.179765468884877,-0.683233541702062,1.07677724413983,0.103328773219121,-0.731683770242563,0.164143038052907,0.661066744476422,1.01671018689272,2.78552088025584,0.0031411264976738,0.842519503154593,0.413058074109545,0.564297719813421,2.09018876999094,0.237564390672747,0.198770799425191,0.598145255198125,7.39300126860752,0.116865065685638,0.13155521426436,0.0775048575826088,0.461475032553068,0.203350746247233,0.264710755113211,0.0323156238033996,0.466808072506743,1.15944923349736,0.0106768353749685,0.535361139636372
"421010033006009",0.511627906976744,0.0328638497652582,35694,0.203473945409429,0,0.60655737704918,0.108695652173913,1.83777767240391,0.980711224184888,0,0.019288775815112,0,1,18.25,0.7814220753909,0.0846485266076377,2.37366071645062,2.32253365340096,0.874621318775522,0.03124955351274,0.0895228391824909,0.111111111111111,0.995393711470753,14.9351851851852,-0.19126960260065,-1.05828854669129,-0.521157523782831,1.09773275657363,-1.13624779496033,0.569077712201353,-0.0219105191173294,-0.107572840566512,0.733682046236648,-0.487405776199613,-0.290242861412821,-1.29289812623504,0.45865586496159,0.0745393080704694,1.1203839863864,-0.389312898543261,1.18507433623674,1.14692425926166,0.6059043201197,-0.561088009513472,0.423430578125485,-1.48041091103198,1.04096937789527,-0.211794249978855,0.0365840608790105,1.11997464805796,0.271605164595452,1.20501720485474,1.29105905155221,0.323849442524326,0.000480070847990855,0.0115719160275482,0.538289344969995,0.237564390672747,0.0842409186011022,1.67158556482209,0.210365202463665,0.00555610844762434,1.25526027695109,0.151564532972155,1.40440118240695,1.31543525648291,0.367120045139716,0.31481975441979,0.179293454491682,2.19161646550254,1.08361724571567,0.0448568043241057
"421010036004016",0.461538461538462,0.207462686567164,25000,0.109223300970874,0.0607,0.198275862068966,0.157894736842105,1.75400958006657,1,0,0,1,1,10.5,0.620476855220965,0.0497044794211266,1.70865459781954,1.71958088031652,0.988513649530885,0,0.0114863504691145,0.875,1,15.0520833333333,-0.423200919124266,-0.306157512707854,-0.897093491112487,0.10361295324689,-0.27364686053604,-0.587131772438404,0.259076567116286,-0.280977287059552,0.805577254359083,-0.487405776199613,-0.445837189369832,0.773398509953391,0.45865586496159,-0.437692189409149,0.640575857050602,-0.877205674072454,-0.443473436709054,-0.450944282863452,1.36632349223537,-0.974345821228978,-0.54124148640072,0.717172659818792,1.09903802620668,-0.200473785692331,0.179099017947623,0.0937324225874599,0.804776731796391,0.0107356440805422,0.0748826042812312,0.344723718206661,0.0671206676287592,0.0789482358433458,0.648954712740719,0.237564390672747,0.198770799425191,0.598145255198125,0.210365202463665,0.191574452669774,0.410337428636114,0.769489794624909,0.19666868906654,0.203350746247233,1.86683988543424,0.949349779346371,0.292942346601261,0.514336623991561,1.20788458304826,0.0401897387498146
"421010036001008",0.818722139673105,0.19047619047619,48463,0.0469238790406674,0.063,0.137404580152672,0,1.54230369286125,1,0,0,1,1,12.3333333333333,0.259921316146063,0.0979661463960981,1.61331014738206,1.71958088031652,0.859200809959616,0.0312530480036019,0.00159828892263939,0.888888888888889,0.892052146885857,12.6138888888889,1.2306820493464,-0.379331372870251,-0.0722771827661513,-0.553497557196385,-0.240961816892286,-0.759512717721245,-0.642695942191598,-0.719219834619543,0.805577254359083,-0.487405776199613,-0.445837189369832,0.773398509953391,0.45865586496159,-0.316519146994618,-0.434308370903045,-0.203370770908354,-0.676964510057867,-0.450944282863452,0.502946987789917,-0.561041796832511,-0.663475801443207,0.757128724743351,-0.261794209693402,-0.436589528920061,1.51457830658346,0.14389229044363,0.00522399114861164,0.306359545822365,0.0580625972000318,0.576859568380311,0.413058074109545,0.517277170510162,0.648954712740719,0.237564390672747,0.198770799425191,0.598145255198125,0.210365202463665,0.1001843704142,0.188623761036457,0.0413596704598582,0.458280947877888,0.203350746247233,0.252955672526951,0.314767897793053,0.440200139100706,0.573243905831494,0.0685362082289931,0.190610416762641
